SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,LAMINATION ,UNWIND OPTIONS ,RunSize,UnitPrice,TotalPrice
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1331,332.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0866,432.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0598,597.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0496,743.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.9619,240.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5516,275.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.3016,301.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1331,332.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0866,432.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0598,597.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0496,743.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.9019,225.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.5176,258.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2826,282.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1239,309.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0810,404.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0564,563.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0464,695.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.9019,225.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.5176,258.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2826,282.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1239,309.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0810,404.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0564,563.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0464,695.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.9019,225.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.5176,258.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2826,282.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1239,309.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0810,404.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0564,563.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0464,695.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.9019,225.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.5176,258.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2826,282.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1239,309.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0810,404.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0564,563.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0464,695.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.9019,225.48
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.5176,258.82
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2826,282.65
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1239,309.63
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0810,404.91
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0564,563.70
"1"" x 2.5""",Oval,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0464,695.49
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),250,0.9937,248.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),500,0.5675,283.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),1000,0.3096,309.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),2500,0.1394,348.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),5000,0.0898,448.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),10000,0.0614,613.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Bottom (Direction #2),15000,0.0512,767.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),250,0.9937,248.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),500,0.5675,283.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),1000,0.3096,309.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),2500,0.1394,348.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),5000,0.0898,448.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),10000,0.0614,613.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Left (Direction #4),15000,0.0512,767.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,250,0.9937,248.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,500,0.5675,283.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,1000,0.3096,309.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,2500,0.1394,348.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,5000,0.0898,448.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,10000,0.0614,613.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Not Important,15000,0.0512,767.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),250,0.9937,248.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),500,0.5675,283.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),1000,0.3096,309.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),2500,0.1394,348.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),5000,0.0898,448.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),10000,0.0614,613.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Top (Direction #1),15000,0.0512,767.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),250,0.9937,248.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),500,0.5675,283.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),1000,0.3096,309.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),2500,0.1394,348.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),5000,0.0898,448.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),10000,0.0614,613.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,Silk,Off Right (Direction #3),15000,0.0512,767.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),250,0.9337,233.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),500,0.5335,266.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2906,290.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1302,325.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0842,420.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0580,579.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0480,719.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),250,0.9337,233.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),500,0.5335,266.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),1000,0.2906,290.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),2500,0.1302,325.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),5000,0.0842,420.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),10000,0.0580,579.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),15000,0.0480,719.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,250,0.9337,233.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,500,0.5335,266.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,1000,0.2906,290.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,2500,0.1302,325.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,5000,0.0842,420.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,10000,0.0580,579.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Not Important,15000,0.0480,719.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),250,0.9337,233.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),500,0.5335,266.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),1000,0.2906,290.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),2500,0.1302,325.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),5000,0.0842,420.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),10000,0.0580,579.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),15000,0.0480,719.30
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),250,0.9337,233.42
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),500,0.5335,266.75
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),1000,0.2906,290.58
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),2500,0.1302,325.52
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),5000,0.0842,420.79
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),10000,0.0580,579.57
"1"" x 2.5""",Oval,Clear BOPP,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),15000,0.0480,719.30
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.8349,208.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.4818,240.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.2588,258.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1134,283.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.0694,347.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0513,512.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0459,687.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.8349,208.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.4818,240.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.2588,258.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1134,283.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.0694,347.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0513,512.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0459,687.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,250,0.8349,208.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,500,0.4818,240.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.2588,258.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1134,283.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.0694,347.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0513,512.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0459,687.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.8349,208.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.4818,240.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.2588,258.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1134,283.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0694,347.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0513,512.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0459,687.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.8349,208.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.4818,240.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2588,258.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1134,283.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0694,347.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0513,512.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0459,687.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,5000,0.0638,319.17
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,10000,0.0479,478.74
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,15000,0.0427,639.91
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),250,0.7749,193.72
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),500,0.4478,223.89
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),1000,0.2398,239.77
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),2500,0.1042,260.40
"1"" x 2.5""",Oval,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),5000,0.0638,319.17
