SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,LAMINATION ,UNWIND OPTIONS ,RunSize,UnitPrice,TotalPrice
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1235,308.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0708,354.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0523,523.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0488,732.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.9238,230.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5358,267.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2873,287.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1235,308.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0708,354.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0523,523.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0488,732.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8638,215.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.5018,250.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2683,268.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1143,285.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0652,326.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0489,489.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0456,684.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8638,215.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.5018,250.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2683,268.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1143,285.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0652,326.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0489,489.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0456,684.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8638,215.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.5018,250.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2683,268.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1143,285.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0652,326.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0489,489.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0456,684.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8638,215.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.5018,250.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2683,268.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1143,285.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0652,326.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0489,489.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0456,684.21
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8638,215.95
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.5018,250.88
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2683,268.35
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1143,285.82
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0652,326.23
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0489,489.34
"1"" x 3""",Rectangle,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0456,684.21
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8130,203.25
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4732,236.59
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2541,254.06
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1131,282.65
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0737,368.39
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0638,638.31
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0580,870.14
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8130,203.25
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4732,236.59
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2541,254.06
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1131,282.65
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0737,368.39
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0638,638.31
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0580,870.14
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8130,203.25
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4732,236.59
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2541,254.06
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1131,282.65
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0737,368.39
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0638,638.31
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0580,870.14
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8130,203.25
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4732,236.59
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2541,254.06
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1131,282.65
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0737,368.39
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0638,638.31
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0580,870.14
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8130,203.25
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4732,236.59
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2541,254.06
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1131,282.65
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0737,368.39
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0638,638.31
"1.5"" x 2.5""",Rectangle,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0580,870.14
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8950,223.75
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.5052,252.62
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2685,268.49
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1259,314.69
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0820,409.95
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0644,643.81
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0576,864.66
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8950,223.75
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.5052,252.62
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2685,268.49
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1259,314.69
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0820,409.95
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0644,643.81
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0576,864.66
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8950,223.75
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.5052,252.62
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2685,268.49
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.1259,314.69
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0820,409.95
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0644,643.81
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0576,864.66
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8950,223.75
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.5052,252.62
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2685,268.49
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1259,314.69
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0820,409.95
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0644,643.81
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0576,864.66
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8950,223.75
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.5052,252.62
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2685,268.49
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1259,314.69
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0820,409.95
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0644,643.81
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0576,864.66
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),250,0.9463,236.59
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),500,0.5399,269.94
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),1000,0.2874,287.40
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),2500,0.1321,330.28
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),5000,0.0870,435.07
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),10000,0.0692,692.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Left (Direction #4),15000,0.0618,927.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),250,0.9463,236.59
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),500,0.5399,269.94
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2874,287.40
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1321,330.28
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0870,435.07
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0692,692.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0618,927.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,250,0.9463,236.59
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,500,0.5399,269.94
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,1000,0.2874,287.40
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,2500,0.1321,330.28
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,5000,0.0870,435.07
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,10000,0.0692,692.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Not Important,15000,0.0618,927.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),250,0.9463,236.59
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),500,0.5399,269.94
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),1000,0.2874,287.40
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),2500,0.1321,330.28
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),5000,0.0870,435.07
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),10000,0.0692,692.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Top (Direction #1),15000,0.0618,927.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),250,0.9463,236.59
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),500,0.5399,269.94
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),1000,0.2874,287.40
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),2500,0.1321,330.28
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),5000,0.0870,435.07
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),10000,0.0692,692.31
"1.5"" x 2.5""",Rectangle,Bright Silver Metallic,4/0 with White Mask,No Coating,No Lamination,Off Right (Direction #3),15000,0.0618,927.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.9809,245.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.5580,279.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.2985,298.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1375,343.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.0901,450.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0706,705.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0632,948.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.9809,245.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.5580,279.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.2985,298.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1375,343.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.0901,450.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0706,705.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0632,948.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,250,0.9809,245.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,500,0.5580,279.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.2985,298.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1375,343.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.0901,450.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0706,705.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0632,948.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.9809,245.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.5580,279.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.2985,298.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1375,343.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0901,450.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0706,705.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0632,948.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.9809,245.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.5580,279.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2985,298.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1375,343.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0901,450.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0706,705.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0632,948.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.9209,230.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.5240,262.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2795,279.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1283,320.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0845,422.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0672,671.67
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0600,900.31
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.9209,230.23
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.5240,262.00
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2795,279.46
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1283,320.74
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0845,422.36
"1.5"" x 2.5""",Rectangle,Clear BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0672,671.67
