SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,LAMINATION ,UNWIND OPTIONS ,RunSize,UnitPrice,TotalPrice
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,250,0.5364,134.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,500,0.3039,151.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.1762,176.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.0848,211.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.0529,264.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0334,334.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0292,438.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Top (Direction #1),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Right (Direction #3),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Left (Direction #4),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Off Bottom (Direction #2),15000,0.0260,390.62
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,250,0.4764,119.09
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,500,0.2699,134.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,1000,0.1572,157.20
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,2500,0.0756,188.96
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,5000,0.0473,236.59
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,10000,0.0300,300.10
"1.5"" x 1.5""",Square,Semi-Gloss,4/0 (4 color front),No Coating,Gloss,Not Important,15000,0.0260,390.62
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),250,0.8106,202.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),500,0.4411,220.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),1000,0.2326,232.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),2500,0.1033,258.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),5000,0.0610,305.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),10000,0.0422,422.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Top (Direction #1),15000,0.0365,547.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),250,0.8106,202.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),500,0.4411,220.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),1000,0.2326,232.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),2500,0.1033,258.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),5000,0.0610,305.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),10000,0.0422,422.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Right (Direction #3),15000,0.0365,547.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),250,0.8106,202.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),500,0.4411,220.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),1000,0.2326,232.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),2500,0.1033,258.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),5000,0.0610,305.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),10000,0.0422,422.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Left (Direction #4),15000,0.0365,547.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),250,0.8106,202.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),500,0.4411,220.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),1000,0.2326,232.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),2500,0.1033,258.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),5000,0.0610,305.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),10000,0.0422,422.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Off Bottom (Direction #2),15000,0.0365,547.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,250,0.8106,202.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,500,0.4411,220.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,1000,0.2326,232.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,2500,0.1033,258.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,5000,0.0610,305.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,10000,0.0422,422.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,Silk,Not Important,15000,0.0365,547.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.7506,187.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4071,203.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2136,213.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.0941,235.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0554,277.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0388,388.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0333,499.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.7506,187.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4071,203.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2136,213.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.0941,235.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0554,277.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0388,388.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0333,499.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.7506,187.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4071,203.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2136,213.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.0941,235.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0554,277.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0388,388.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0333,499.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.7506,187.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4071,203.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2136,213.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.0941,235.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0554,277.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0388,388.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0333,499.45
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.7506,187.66
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4071,203.53
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.2136,213.64
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.0941,235.29
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0554,277.16
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0388,388.30
"1.5"" x 1.5""",Square,White BOPP,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0333,499.45
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.5399,134.96
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.3049,152.43
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.1905,190.54
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.0902,225.48
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0556,277.87
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0383,382.67
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0383,574.81
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.5399,134.96
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.3049,152.43
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.1905,190.54
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.0902,225.48
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0556,277.87
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0383,382.67
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0383,574.81
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.5399,134.96
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.3049,152.43
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.1905,190.54
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.0902,225.48
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0556,277.87
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0383,382.67
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0383,574.81
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.5399,134.96
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.3049,152.43
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.1905,190.54
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.0902,225.48
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0556,277.87
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0383,382.67
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0383,574.81
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.5399,134.96
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.3049,152.43
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,1000,0.1905,190.54
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,2500,0.0902,225.48
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,5000,0.0556,277.87
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,10000,0.0383,382.67
"2"" x 2""",Square,70 LB Eggshell,4/0 (4 color front),No Coating,No Lamination,Not Important,15000,0.0383,574.81
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),250,0.8603,215.09
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),500,0.4966,248.28
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),1000,0.2800,280.04
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),2500,0.1334,333.45
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),5000,0.0866,433.05
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),10000,0.0628,627.94
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Top (Direction #1),15000,0.0559,838.68
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),250,0.8603,215.09
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),500,0.4966,248.28
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),1000,0.2800,280.04
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),2500,0.1334,333.45
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),5000,0.0866,433.05
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),10000,0.0628,627.94
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Right (Direction #3),15000,0.0559,838.68
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),250,0.8603,215.09
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),500,0.4966,248.28
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),1000,0.2800,280.04
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),2500,0.1334,333.45
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),5000,0.0866,433.05
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),10000,0.0628,627.94
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Left (Direction #4),15000,0.0559,838.68
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),250,0.8603,215.09
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),500,0.4966,248.28
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),1000,0.2800,280.04
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),2500,0.1334,333.45
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),5000,0.0866,433.05
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),10000,0.0628,627.94
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Off Bottom (Direction #2),15000,0.0559,838.68
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,250,0.8603,215.09
"2"" x 2""",Square,Bright Silver Metallic,4/0 (4 color front),No Coating,No Lamination,Not Important,500,0.4966,248.28
